"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"7:21:56.7735195 AM","malware.exe","976","RegSetInfoKey","HKLM\SOFTWARE\MICROSOFT\Windows\CurrentVersion\Policies\Explorer","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"7:21:56.7735250 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\MICROSOFT\Windows\CurrentVersion\Policies\Explorer\ConfirmFileDelete","NAME NOT FOUND","Length: 144"
"7:21:56.7735338 AM","malware.exe","976","RegCloseKey","HKLM\SOFTWARE\MICROSOFT\Windows\CurrentVersion\Policies\Explorer","SUCCESS",""
"7:21:56.7735419 AM","malware.exe","976","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:21:56.7735485 AM","malware.exe","976","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NAME NOT FOUND","Desired Access: Query Value"
"7:21:56.7735699 AM","malware.exe","976","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:21:56.7735752 AM","malware.exe","976","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer","SUCCESS","Desired Access: Query Value"
"7:21:56.7735820 AM","malware.exe","976","RegSetInfoKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"7:21:56.7735863 AM","malware.exe","976","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\NoFileFolderConnection","NAME NOT FOUND","Length: 144"
"7:21:56.7735926 AM","malware.exe","976","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer","SUCCESS",""
"7:21:56.7737338 AM","malware.exe","976","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:21:56.7737411 AM","malware.exe","976","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Desired Access: Read"
"7:21:56.7737495 AM","malware.exe","976","RegSetInfoKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"7:21:56.7737555 AM","malware.exe","976","RegQueryKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"7:21:56.7737604 AM","malware.exe","976","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{542cf9be-ca4e-11ec-8f21-806e6f6e6963}\","SUCCESS","Desired Access: Read"
"7:21:56.7737701 AM","malware.exe","976","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS",""
"7:21:56.7737754 AM","malware.exe","976","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{542cf9be-ca4e-11ec-8f21-806e6f6e6963}\Generation","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"7:21:56.7737812 AM","malware.exe","976","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{542cf9be-ca4e-11ec-8f21-806e6f6e6963}","SUCCESS",""
"7:21:56.7738056 AM","malware.exe","976","CreateFile","C:\","SUCCESS","Desired Access: Read Data/List Directory, Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:21:56.7738255 AM","malware.exe","976","FileSystemControl","C:\","INVALID DEVICE REQUEST","Control: FSCTL_LMR_QUERY_DEBUG_INFO"
"7:21:56.7738350 AM","malware.exe","976","QueryDirectory","C:\Users","SUCCESS","Filter: Users, 1: Users"
"7:21:56.7738529 AM","malware.exe","976","CloseFile","C:\","SUCCESS",""
"7:21:56.7739324 AM","malware.exe","976","CreateFile","C:\Users","SUCCESS","Desired Access: Read Data/List Directory, Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:21:56.7739455 AM","malware.exe","976","FileSystemControl","C:\Users","INVALID DEVICE REQUEST","Control: FSCTL_LMR_QUERY_DEBUG_INFO"
"7:21:56.7739526 AM","malware.exe","976","QueryDirectory","C:\Users\Sysuser","SUCCESS","Filter: Sysuser, 1: Sysuser"
"7:21:56.7739632 AM","malware.exe","976","CloseFile","C:\Users","SUCCESS",""
"7:21:56.7740119 AM","malware.exe","976","CreateFile","C:\Users\Sysuser","SUCCESS","Desired Access: Read Data/List Directory, Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:21:56.7740217 AM","malware.exe","976","FileSystemControl","C:\Users\Sysuser","INVALID DEVICE REQUEST","Control: FSCTL_LMR_QUERY_DEBUG_INFO"
"7:21:56.7740275 AM","malware.exe","976","QueryDirectory","C:\Users\Sysuser\AppData","SUCCESS","Filter: AppData, 1: AppData"
"7:21:56.7740373 AM","malware.exe","976","CloseFile","C:\Users\Sysuser","SUCCESS",""
"7:21:56.7740761 AM","malware.exe","976","CreateFile","C:\Users\Sysuser\AppData","SUCCESS","Desired Access: Read Data/List Directory, Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:21:56.7740861 AM","malware.exe","976","FileSystemControl","C:\Users\Sysuser\AppData","INVALID DEVICE REQUEST","Control: FSCTL_LMR_QUERY_DEBUG_INFO"
"7:21:56.7740918 AM","malware.exe","976","QueryDirectory","C:\Users\Sysuser\AppData\Local","SUCCESS","Filter: Local, 1: Local"
"7:21:56.7740997 AM","malware.exe","976","CloseFile","C:\Users\Sysuser\AppData","SUCCESS",""
"7:21:56.7741366 AM","malware.exe","976","CreateFile","C:\Users\Sysuser\AppData\Local","SUCCESS","Desired Access: Read Data/List Directory, Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:21:56.7741452 AM","malware.exe","976","FileSystemControl","C:\Users\Sysuser\AppData\Local","INVALID DEVICE REQUEST","Control: FSCTL_LMR_QUERY_DEBUG_INFO"
"7:21:56.7741507 AM","malware.exe","976","QueryDirectory","C:\Users\Sysuser\AppData\Local\Temp","SUCCESS","Filter: Temp, 1: Temp"
"7:21:56.7741591 AM","malware.exe","976","CloseFile","C:\Users\Sysuser\AppData\Local","SUCCESS",""
"7:21:56.7741926 AM","malware.exe","976","CreateFile","C:\","SUCCESS","Desired Access: Read Data/List Directory, Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:21:56.7742004 AM","malware.exe","976","FileSystemControl","C:\","INVALID DEVICE REQUEST","Control: FSCTL_LMR_QUERY_DEBUG_INFO"
"7:21:56.7742549 AM","malware.exe","976","QueryDirectory","C:\","SUCCESS","0: $Recycle.Bin, 1: Documents and Settings, 2: pagefile.sys, 3: PerfLogs, 4: Program Files, 5: Program Files (x86), 6: ProgramData, 7: Python27, 8: Recovery, 9: System Volume Information, 10: Users, 11: Windows"
"7:21:56.7743552 AM","malware.exe","976","CloseFile","C:\","SUCCESS",""
"7:21:56.7744209 AM","malware.exe","976","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:21:56.7744288 AM","malware.exe","976","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Desired Access: Read"
"7:21:56.7744382 AM","malware.exe","976","RegSetInfoKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"7:21:56.7744441 AM","malware.exe","976","RegQueryKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"7:21:56.7744492 AM","malware.exe","976","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{542cf9be-ca4e-11ec-8f21-806e6f6e6963}\","SUCCESS","Desired Access: Read"
"7:21:56.7744582 AM","malware.exe","976","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS",""
"7:21:56.7744639 AM","malware.exe","976","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{542cf9be-ca4e-11ec-8f21-806e6f6e6963}\Generation","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"7:21:56.7744697 AM","malware.exe","976","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{542cf9be-ca4e-11ec-8f21-806e6f6e6963}","SUCCESS",""
"7:21:56.7744873 AM","malware.exe","976","CreateFile","C:\","SUCCESS","Desired Access: Read Data/List Directory, Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:21:56.7746419 AM","malware.exe","976","FileSystemControl","C:\","INVALID DEVICE REQUEST","Control: FSCTL_LMR_QUERY_DEBUG_INFO"
"7:21:56.7746501 AM","malware.exe","976","QueryDirectory","C:\Users","SUCCESS","Filter: Users, 1: Users"
"7:21:56.7746631 AM","malware.exe","976","CloseFile","C:\","SUCCESS",""
"7:21:56.7747348 AM","malware.exe","976","CreateFile","C:\Users","SUCCESS","Desired Access: Read Data/List Directory, Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:21:56.7747454 AM","malware.exe","976","FileSystemControl","C:\Users","INVALID DEVICE REQUEST","Control: FSCTL_LMR_QUERY_DEBUG_INFO"
"7:21:56.7747513 AM","malware.exe","976","QueryDirectory","C:\Users\Sysuser","SUCCESS","Filter: Sysuser, 1: Sysuser"
"7:21:56.7747603 AM","malware.exe","976","CloseFile","C:\Users","SUCCESS",""
"7:21:56.7748066 AM","malware.exe","976","CreateFile","C:\Users\Sysuser","SUCCESS","Desired Access: Read Data/List Directory, Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:21:56.7748326 AM","malware.exe","976","FileSystemControl","C:\Users\Sysuser","INVALID DEVICE REQUEST","Control: FSCTL_LMR_QUERY_DEBUG_INFO"
"7:21:56.7748397 AM","malware.exe","976","QueryDirectory","C:\Users\Sysuser\AppData","SUCCESS","Filter: AppData, 1: AppData"
"7:21:56.7748498 AM","malware.exe","976","CloseFile","C:\Users\Sysuser","SUCCESS",""
"7:21:56.7748989 AM","malware.exe","976","CreateFile","C:\Users\Sysuser\AppData","SUCCESS","Desired Access: Read Data/List Directory, Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:21:56.7749103 AM","malware.exe","976","FileSystemControl","C:\Users\Sysuser\AppData","INVALID DEVICE REQUEST","Control: FSCTL_LMR_QUERY_DEBUG_INFO"
"7:21:56.7749165 AM","malware.exe","976","QueryDirectory","C:\Users\Sysuser\AppData\Local","SUCCESS","Filter: Local, 1: Local"
"7:21:56.7749257 AM","malware.exe","976","CloseFile","C:\Users\Sysuser\AppData","SUCCESS",""
"7:21:56.7749759 AM","malware.exe","976","CreateFile","C:\Users\Sysuser\AppData\Local","SUCCESS","Desired Access: Read Data/List Directory, Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:21:56.7749857 AM","malware.exe","976","FileSystemControl","C:\Users\Sysuser\AppData\Local","INVALID DEVICE REQUEST","Control: FSCTL_LMR_QUERY_DEBUG_INFO"
"7:21:56.7749932 AM","malware.exe","976","QueryDirectory","C:\Users\Sysuser\AppData\Local\Temp","SUCCESS","Filter: Temp, 1: Temp"
"7:21:56.7750047 AM","malware.exe","976","CloseFile","C:\Users\Sysuser\AppData\Local","SUCCESS",""
"7:21:56.7750495 AM","malware.exe","976","CreateFile","C:\Users\Sysuser\AppData\Local\Temp","SUCCESS","Desired Access: Read Data/List Directory, Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:21:56.7750598 AM","malware.exe","976","FileSystemControl","C:\Users\Sysuser\AppData\Local\Temp","INVALID DEVICE REQUEST","Control: FSCTL_LMR_QUERY_DEBUG_INFO"
"7:21:56.7750654 AM","malware.exe","976","QueryDirectory","C:\Users\Sysuser\AppData\Local\Temp\RarSFX0","SUCCESS","Filter: RarSFX0, 1: RarSFX0"
"7:21:56.7750756 AM","malware.exe","976","CloseFile","C:\Users\Sysuser\AppData\Local\Temp","SUCCESS",""
"7:21:56.7751333 AM","malware.exe","976","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:21:56.7751415 AM","malware.exe","976","RegOpenKey","HKLM\Software\Wow6432Node\Microsoft\Windows\Shell\RegisteredApplications\UrlAssociations\Directory\OpenWithProgids","NAME NOT FOUND","Desired Access: Read"
"7:21:56.7751588 AM","malware.exe","976","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:21:56.7751718 AM","malware.exe","976","RegOpenKey","HKCU\Software\Microsoft\Windows\Shell\Associations\UrlAssociations\Directory","NAME NOT FOUND","Desired Access: Read"
"7:21:56.7751808 AM","malware.exe","976","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"7:21:56.7751864 AM","malware.exe","976","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"7:21:56.7751911 AM","malware.exe","976","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"7:21:56.7751968 AM","malware.exe","976","RegOpenKey","HKCU\Software\Classes\Directory","NAME NOT FOUND","Desired Access: Read"
"7:21:56.7752042 AM","malware.exe","976","RegOpenKey","HKCR\Directory","SUCCESS","Desired Access: Read"
"7:21:56.7752124 AM","malware.exe","976","RegSetInfoKey","HKCR\Directory","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"7:21:56.7752171 AM","malware.exe","976","RegQueryKey","HKCR\Directory","SUCCESS","Query: Name"
"7:21:56.7752226 AM","malware.exe","976","RegQueryKey","HKCR\Directory","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"7:21:56.7752333 AM","malware.exe","976","RegOpenKey","HKCU\Software\Classes\Directory\CurVer","NAME NOT FOUND","Desired Access: Query Value"
"7:21:56.7752402 AM","malware.exe","976","RegQueryKey","HKCR\Directory","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"7:21:56.7752457 AM","malware.exe","976","RegOpenKey","HKCR\Directory\CurVer","NAME NOT FOUND","Desired Access: Query Value"
"7:21:56.7752514 AM","malware.exe","976","RegQueryKey","HKCR\Directory","SUCCESS","Query: Name"
"7:21:56.7752557 AM","malware.exe","976","RegQueryKey","HKCR\Directory","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"7:21:56.7752628 AM","malware.exe","976","RegOpenKey","HKCU\Software\Classes\Directory","NAME NOT FOUND","Desired Access: Read"
"7:21:56.7752681 AM","malware.exe","976","RegQueryKey","HKCR\Directory","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"7:21:56.7752728 AM","malware.exe","976","RegOpenKey","HKCR\Directory","SUCCESS","Desired Access: Read"
"7:21:56.7752793 AM","malware.exe","976","RegCloseKey","HKCR\Directory","SUCCESS",""
"7:21:56.7752836 AM","malware.exe","976","RegQueryKey","HKCR\Directory","SUCCESS","Query: Name"
"7:21:56.7752879 AM","malware.exe","976","RegQueryKey","HKCR\Directory","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"7:21:56.7752947 AM","malware.exe","976","RegOpenKey","HKCU\Software\Classes\Directory","NAME NOT FOUND","Desired Access: Read"
"7:21:56.7752998 AM","malware.exe","976","RegQueryKey","HKCR\Directory","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"7:21:56.7753043 AM","malware.exe","976","RegOpenKey","HKCR\Directory","SUCCESS","Desired Access: Read"
"7:21:56.7753097 AM","malware.exe","976","RegCloseKey","HKCR\Directory","SUCCESS",""
"7:21:56.7753154 AM","malware.exe","976","RegQueryKey","HKCR\Directory","SUCCESS","Query: Name"
"7:21:56.7753199 AM","malware.exe","976","RegQueryKey","HKCR\Directory","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"7:21:56.7753269 AM","malware.exe","976","RegOpenKey","HKCU\Software\Classes\Directory\ShellEx\PropertyHandler","NAME NOT FOUND","Desired Access: Query Value"
"7:21:56.7753329 AM","malware.exe","976","RegQueryKey","HKCR\Directory","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"7:21:56.7753376 AM","malware.exe","976","RegOpenKey","HKCR\Directory\ShellEx\PropertyHandler","NAME NOT FOUND","Desired Access: Query Value"
"7:21:56.7753445 AM","malware.exe","976","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"7:21:56.7753492 AM","malware.exe","976","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"7:21:56.7753537 AM","malware.exe","976","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"7:21:56.7753592 AM","malware.exe","976","RegOpenKey","HKCU\Software\Classes\Folder","NAME NOT FOUND","Desired Access: Read"
"7:21:56.7753657 AM","malware.exe","976","RegOpenKey","HKCR\Folder","SUCCESS","Desired Access: Read"
"7:21:56.7753724 AM","malware.exe","976","RegSetInfoKey","HKCR\Folder","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"7:21:56.7753775 AM","malware.exe","976","RegQueryKey","HKCR\Folder","SUCCESS","Query: Name"
"7:21:56.7753823 AM","malware.exe","976","RegQueryKey","HKCR\Folder","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"7:21:56.7753901 AM","malware.exe","976","RegOpenKey","HKCU\Software\Classes\Folder\ShellEx\PropertyHandler","NAME NOT FOUND","Desired Access: Query Value"
"7:21:56.7753960 AM","malware.exe","976","RegQueryKey","HKCR\Folder","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"7:21:56.7754006 AM","malware.exe","976","RegOpenKey","HKCR\Folder\ShellEx\PropertyHandler","NAME NOT FOUND","Desired Access: Query Value"
"7:21:56.7754079 AM","malware.exe","976","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"7:21:56.7754125 AM","malware.exe","976","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"7:21:56.7754170 AM","malware.exe","976","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"7:21:56.7754224 AM","malware.exe","976","RegOpenKey","HKCU\Software\Classes\AllFilesystemObjects","NAME NOT FOUND","Desired Access: Read"
"7:21:56.7754287 AM","malware.exe","976","RegOpenKey","HKCR\AllFilesystemObjects","SUCCESS","Desired Access: Read"
"7:21:56.7754350 AM","malware.exe","976","RegSetInfoKey","HKCR\AllFilesystemObjects","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"7:21:56.7754398 AM","malware.exe","976","RegQueryKey","HKCR\AllFilesystemObjects","SUCCESS","Query: Name"
"7:21:56.7754445 AM","malware.exe","976","RegQueryKey","HKCR\AllFilesystemObjects","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"7:21:56.7754514 AM","malware.exe","976","RegOpenKey","HKCU\Software\Classes\AllFilesystemObjects\ShellEx\PropertyHandler","NAME NOT FOUND","Desired Access: Query Value"
"7:21:56.7754573 AM","malware.exe","976","RegQueryKey","HKCR\AllFilesystemObjects","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"7:21:56.7754619 AM","malware.exe","976","RegOpenKey","HKCR\AllFilesystemObjects\ShellEx\PropertyHandler","NAME NOT FOUND","Desired Access: Query Value"
"7:21:56.7755234 AM","malware.exe","976","RegCloseKey","HKCR\AllFilesystemObjects","SUCCESS",""
"7:21:56.7755293 AM","malware.exe","976","RegCloseKey","HKCR\Folder","SUCCESS",""
"7:21:56.7755344 AM","malware.exe","976","RegCloseKey","HKCR\Directory","SUCCESS",""
"7:21:56.7755605 AM","malware.exe","976","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:21:56.7755670 AM","malware.exe","976","RegOpenKey","HKCR","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"7:21:56.7755749 AM","malware.exe","976","RegSetInfoKey","HKCR","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"7:21:56.7755928 AM","malware.exe","976","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:21:56.7755976 AM","malware.exe","976","RegOpenKey","HKLM\Software\Microsoft\COM3","SUCCESS","Desired Access: Read"
"7:21:56.7756051 AM","malware.exe","976","RegSetInfoKey","HKLM\SOFTWARE\MICROSOFT\COM3","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"7:21:56.7756103 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\MICROSOFT\COM3\Com+Enabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"7:21:56.7756167 AM","malware.exe","976","RegCloseKey","HKLM\SOFTWARE\MICROSOFT\COM3","SUCCESS",""
"7:21:56.7756291 AM","malware.exe","976","RegQueryKey","HKCR","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"7:21:56.7756355 AM","malware.exe","976","RegOpenKey","HKCR\Wow6432Node\CLSID\{76765B11-3F95-4AF2-AC9D-EA55D8994F1A}","SUCCESS","Desired Access: Read"
"7:21:56.7756439 AM","malware.exe","976","RegSetInfoKey","HKCR\Wow6432Node\CLSID\{76765B11-3F95-4AF2-AC9D-EA55D8994F1A}","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"7:21:56.7756495 AM","malware.exe","976","RegQueryKey","HKCR\Wow6432Node\CLSID\{76765B11-3F95-4AF2-AC9D-EA55D8994F1A}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"7:21:56.7756542 AM","malware.exe","976","RegOpenKey","HKCR\Wow6432Node\CLSID\{76765B11-3F95-4AF2-AC9D-EA55D8994F1A}\TreatAs","NAME NOT FOUND","Desired Access: Query Value"
"7:21:56.7756594 AM","malware.exe","976","RegQueryKey","HKCR\Wow6432Node\CLSID\{76765B11-3F95-4AF2-AC9D-EA55D8994F1A}","BUFFER TOO SMALL","Query: Name, Length: 0"
"7:21:56.7756637 AM","malware.exe","976","RegQueryKey","HKCR\Wow6432Node\CLSID\{76765B11-3F95-4AF2-AC9D-EA55D8994F1A}","SUCCESS","Query: Name"
"7:21:56.7756691 AM","malware.exe","976","RegQueryKey","HKCR\Wow6432Node\CLSID\{76765B11-3F95-4AF2-AC9D-EA55D8994F1A}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"7:21:56.7756738 AM","malware.exe","976","RegOpenKey","HKCR\Wow6432Node\CLSID\{76765B11-3F95-4AF2-AC9D-EA55D8994F1A}\Progid","NAME NOT FOUND","Desired Access: Query Value"
"7:21:56.7756790 AM","malware.exe","976","RegQueryValue","HKCR\Wow6432Node\CLSID\{76765B11-3F95-4AF2-AC9D-EA55D8994F1A}\(Default)","SUCCESS","Type: REG_SZ, Length: 70, Data: Property System Both Class Factory"
"7:21:56.7756843 AM","malware.exe","976","RegQueryValue","HKCR\Wow6432Node\CLSID\{76765B11-3F95-4AF2-AC9D-EA55D8994F1A}\(Default)","SUCCESS","Type: REG_SZ, Length: 70, Data: Property System Both Class Factory"
"7:21:56.7757154 AM","malware.exe","976","RegQueryKey","HKCR\Wow6432Node\CLSID\{76765B11-3F95-4AF2-AC9D-EA55D8994F1A}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"7:21:56.7757247 AM","malware.exe","976","RegOpenKey","HKCR\Wow6432Node\CLSID\{76765B11-3F95-4AF2-AC9D-EA55D8994F1A}\InprocServer32","SUCCESS","Desired Access: Read"
"7:21:56.7757362 AM","malware.exe","976","RegQueryValue","HKCR\Wow6432Node\CLSID\{76765B11-3F95-4AF2-AC9D-EA55D8994F1A}\InProcServer32\InprocServer32","NAME NOT FOUND","Length: 144"
"7:21:56.7757424 AM","malware.exe","976","RegQueryValue","HKCR\Wow6432Node\CLSID\{76765B11-3F95-4AF2-AC9D-EA55D8994F1A}\InProcServer32\(Default)","SUCCESS","Type: REG_EXPAND_SZ, Length: 68, Data: %SystemRoot%\system32\propsys.dll"
"7:21:56.7757472 AM","malware.exe","976","RegQueryValue","HKCR\Wow6432Node\CLSID\{76765B11-3F95-4AF2-AC9D-EA55D8994F1A}\InProcServer32\(Default)","SUCCESS","Type: REG_EXPAND_SZ, Length: 68, Data: %SystemRoot%\system32\propsys.dll"
"7:21:56.7757533 AM","malware.exe","976","RegQueryValue","HKCR\Wow6432Node\CLSID\{76765B11-3F95-4AF2-AC9D-EA55D8994F1A}\InProcServer32\(Default)","SUCCESS","Type: REG_EXPAND_SZ, Length: 68, Data: %SystemRoot%\system32\propsys.dll"
"7:21:56.7758233 AM","malware.exe","976","RegQueryValue","HKCR\Wow6432Node\CLSID\{76765B11-3F95-4AF2-AC9D-EA55D8994F1A}\InProcServer32\ThreadingModel","SUCCESS","Type: REG_SZ, Length: 10, Data: Both"
"7:21:56.7758321 AM","malware.exe","976","RegCloseKey","HKCR\Wow6432Node\CLSID\{76765B11-3F95-4AF2-AC9D-EA55D8994F1A}\InProcServer32","SUCCESS",""
"7:21:56.7758391 AM","malware.exe","976","RegQueryKey","HKCR\Wow6432Node\CLSID\{76765B11-3F95-4AF2-AC9D-EA55D8994F1A}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"7:21:56.7758451 AM","malware.exe","976","RegOpenKey","HKCR\Wow6432Node\CLSID\{76765B11-3F95-4AF2-AC9D-EA55D8994F1A}\InprocHandler32","NAME NOT FOUND","Desired Access: Query Value"
"7:21:56.7758513 AM","malware.exe","976","RegQueryKey","HKCR\Wow6432Node\CLSID\{76765B11-3F95-4AF2-AC9D-EA55D8994F1A}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"7:21:56.7758559 AM","malware.exe","976","RegOpenKey","HKCR\Wow6432Node\CLSID\{76765B11-3F95-4AF2-AC9D-EA55D8994F1A}\InprocHandler","NAME NOT FOUND","Desired Access: Query Value"
"7:21:56.7758616 AM","malware.exe","976","RegCloseKey","HKCR\Wow6432Node\CLSID\{76765B11-3F95-4AF2-AC9D-EA55D8994F1A}","SUCCESS",""
"7:21:56.7758687 AM","malware.exe","976","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
